message,label
Let's discuss the budget updates in today's meeting,0
Please schedule the team meeting for tomorrow,0
Please review the attached document,0
Invoice attached for last month's services,0
Reminder about the project planning meeting,0
This is the CEO. Process a transfer of 6642 immediately,1
Please confirm receipt of this message,0
This is the CEO. Process a transfer of 21270 immediately,1
Please schedule the team meeting for tomorrow,0
Please transfer 20206 to the updated vendor account,1
Please confirm receipt of this message,0
Please transfer 35446 to the updated vendor account,1
Hi finance team please urgently wire 27448 to the vendor account today,1
Invoice attached for last month's services,0
Team lunch scheduled for Friday afternoon,0
Please transfer 35262 to the updated vendor account,1
I need an urgent payment of 27380 sent today,1
Please schedule the team meeting for tomorrow,0
Kindly wire 47905 immediately I am currently in a meeting,1
Please schedule the team meeting for tomorrow,0
Invoice attached for last month's services,0
Reminder about the project planning meeting,0
Reminder to review the quarterly financial report,0
Please transfer 46459 to the updated vendor account,1
Reminder to review the quarterly financial report,0
Please update vendor bank details and send 30686,1
Please schedule the team meeting for tomorrow,0
Hi finance team please urgently wire 11212 to the vendor account today,1
Reminder to review the quarterly financial report,0
Reminder to review the quarterly financial report,0
I need an urgent payment of 43905 sent today,1
Let's discuss the budget updates in today's meeting,0
Reminder to review the quarterly financial report,0
Reminder to review the quarterly financial report,0
Hi finance team please urgently wire 14999 to the vendor account today,1
Kindly wire 18101 immediately I am currently in a meeting,1
Hi finance team please urgently wire 24549 to the vendor account today,1
Invoice attached for last month's services,0
Reminder to review the quarterly financial report,0
Hi finance team please urgently wire 10718 to the vendor account today,1
This is the CEO. Process a transfer of 42155 immediately,1
Kindly wire 40937 immediately I am currently in a meeting,1
Confidential request: wire 31695 to the supplier today,1
Reminder about the project planning meeting,0
Reminder about the project planning meeting,0
This is the CEO. Process a transfer of 48049 immediately,1
Team lunch scheduled for Friday afternoon,0
Let's discuss the budget updates in today's meeting,0
Hi finance team please urgently wire 8862 to the vendor account today,1
This is the CEO. Process a transfer of 19936 immediately,1
Team lunch scheduled for Friday afternoon,0
Hi finance team please urgently wire 36756 to the vendor account today,1
Let's discuss the budget updates in today's meeting,0
Please transfer 1525 to the updated vendor account,1
Let's discuss the budget updates in today's meeting,0
Please review the attached document,0
Kindly wire 2314 immediately I am currently in a meeting,1
I need an urgent payment of 16275 sent today,1
Please transfer 21482 to the updated vendor account,1
Team lunch scheduled for Friday afternoon,0
Hi finance team please urgently wire 1736 to the vendor account today,1
I need an urgent payment of 39632 sent today,1
This is the CEO. Process a transfer of 48729 immediately,1
Confidential request: wire 34739 to the supplier today,1
I need an urgent payment of 29753 sent today,1
Transfer 12775 ASAP and confirm once completed,1
Kindly wire 24088 immediately I am currently in a meeting,1
Reminder about the project planning meeting,0
Transfer 12916 ASAP and confirm once completed,1
Kindly wire 23235 immediately I am currently in a meeting,1
I need an urgent payment of 21259 sent today,1
Reminder to review the quarterly financial report,0
Invoice attached for last month's services,0
Please review the attached document,0
Let's discuss the budget updates in today's meeting,0
Transfer 48574 ASAP and confirm once completed,1
Hi finance team please urgently wire 42803 to the vendor account today,1
Reminder to review the quarterly financial report,0
Please schedule the team meeting for tomorrow,0
Transfer 48905 ASAP and confirm once completed,1
Transfer 15801 ASAP and confirm once completed,1
This is the CEO. Process a transfer of 27446 immediately,1
Let's discuss the budget updates in today's meeting,0
Reminder to review the quarterly financial report,0
Please transfer 37507 to the updated vendor account,1
Transfer 26592 ASAP and confirm once completed,1
Let's discuss the budget updates in today's meeting,0
Reminder about the project planning meeting,0
This is the CEO. Process a transfer of 25551 immediately,1
Please transfer 17939 to the updated vendor account,1
Please confirm receipt of this message,0
Invoice attached for last month's services,0
Hi finance team please urgently wire 2346 to the vendor account today,1
Confidential request: wire 6980 to the supplier today,1
This is the CEO. Process a transfer of 27882 immediately,1
Team lunch scheduled for Friday afternoon,0
Reminder about the project planning meeting,0
Reminder about the project planning meeting,0
Hi finance team please urgently wire 10809 to the vendor account today,1
Please review the attached document,0
Team lunch scheduled for Friday afternoon,0
Team lunch scheduled for Friday afternoon,0
Hi finance team please urgently wire 21261 to the vendor account today,1
Hi finance team please urgently wire 28191 to the vendor account today,1
Hi finance team please urgently wire 22469 to the vendor account today,1
Let's discuss the budget updates in today's meeting,0
Hi finance team please urgently wire 14388 to the vendor account today,1
Confidential request: wire 38610 to the supplier today,1
Reminder to review the quarterly financial report,0
Team lunch scheduled for Friday afternoon,0
I need an urgent payment of 49250 sent today,1
Please update vendor bank details and send 5910,1
I need an urgent payment of 38623 sent today,1
Team lunch scheduled for Friday afternoon,0
Hi finance team please urgently wire 1507 to the vendor account today,1
Team lunch scheduled for Friday afternoon,0
Team lunch scheduled for Friday afternoon,0
Transfer 35417 ASAP and confirm once completed,1
Team lunch scheduled for Friday afternoon,0
Reminder about the project planning meeting,0
Invoice attached for last month's services,0
Kindly wire 7565 immediately I am currently in a meeting,1
Please confirm receipt of this message,0
Please review the attached document,0
Please review the attached document,0
Reminder about the project planning meeting,0
Team lunch scheduled for Friday afternoon,0
Let's discuss the budget updates in today's meeting,0
Let's discuss the budget updates in today's meeting,0
Kindly wire 2797 immediately I am currently in a meeting,1
Let's discuss the budget updates in today's meeting,0
Reminder to review the quarterly financial report,0
This is the CEO. Process a transfer of 19136 immediately,1
This is the CEO. Process a transfer of 40507 immediately,1
Please update vendor bank details and send 3182,1
Please review the attached document,0
Reminder to review the quarterly financial report,0
Transfer 46226 ASAP and confirm once completed,1
I need an urgent payment of 13354 sent today,1
Let's discuss the budget updates in today's meeting,0
This is the CEO. Process a transfer of 31228 immediately,1
Reminder about the project planning meeting,0
Let's discuss the budget updates in today's meeting,0
Let's discuss the budget updates in today's meeting,0
Reminder about the project planning meeting,0
Please schedule the team meeting for tomorrow,0
Please confirm receipt of this message,0
Please transfer 25454 to the updated vendor account,1
Transfer 10934 ASAP and confirm once completed,1
Please transfer 28119 to the updated vendor account,1
Please transfer 25317 to the updated vendor account,1
Please transfer 24850 to the updated vendor account,1
Team lunch scheduled for Friday afternoon,0
I need an urgent payment of 49638 sent today,1
Reminder about the project planning meeting,0
Please review the attached document,0
Team lunch scheduled for Friday afternoon,0
Transfer 24915 ASAP and confirm once completed,1
Confidential request: wire 27353 to the supplier today,1
I need an urgent payment of 47425 sent today,1
Please confirm receipt of this message,0
Invoice attached for last month's services,0
Let's discuss the budget updates in today's meeting,0
Team lunch scheduled for Friday afternoon,0
This is the CEO. Process a transfer of 47844 immediately,1
Let's discuss the budget updates in today's meeting,0
Let's discuss the budget updates in today's meeting,0
Transfer 14474 ASAP and confirm once completed,1
Please update vendor bank details and send 38905,1
This is the CEO. Process a transfer of 41525 immediately,1
Please review the attached document,0
Reminder about the project planning meeting,0
Please transfer 11159 to the updated vendor account,1
Team lunch scheduled for Friday afternoon,0
Team lunch scheduled for Friday afternoon,0
Reminder about the project planning meeting,0
Please review the attached document,0
Reminder to review the quarterly financial report,0
Team lunch scheduled for Friday afternoon,0
Invoice attached for last month's services,0
Please review the attached document,0
Please transfer 1913 to the updated vendor account,1
Let's discuss the budget updates in today's meeting,0
This is the CEO. Process a transfer of 29233 immediately,1
Reminder about the project planning meeting,0
Please transfer 31761 to the updated vendor account,1
I need an urgent payment of 47390 sent today,1
Please transfer 6399 to the updated vendor account,1
Please review the attached document,0
Please schedule the team meeting for tomorrow,0
Please confirm receipt of this message,0
This is the CEO. Process a transfer of 22640 immediately,1
Team lunch scheduled for Friday afternoon,0
Reminder to review the quarterly financial report,0
Please confirm receipt of this message,0
Please review the attached document,0
Please schedule the team meeting for tomorrow,0
Let's discuss the budget updates in today's meeting,0
Confidential request: wire 19671 to the supplier today,1
Kindly wire 16833 immediately I am currently in a meeting,1
Confidential request: wire 32856 to the supplier today,1
This is the CEO. Process a transfer of 31787 immediately,1
Reminder to review the quarterly financial report,0
This is the CEO. Process a transfer of 46570 immediately,1
Please schedule the team meeting for tomorrow,0
Please confirm receipt of this message,0
I need an urgent payment of 33435 sent today,1
Please confirm receipt of this message,0
Transfer 36327 ASAP and confirm once completed,1
Transfer 21935 ASAP and confirm once completed,1
Kindly wire 7647 immediately I am currently in a meeting,1
Please confirm receipt of this message,0
Please schedule the team meeting for tomorrow,0
Invoice attached for last month's services,0
Invoice attached for last month's services,0
Reminder about the project planning meeting,0
Confidential request: wire 3188 to the supplier today,1
Please confirm receipt of this message,0
Hi finance team please urgently wire 21812 to the vendor account today,1
Reminder to review the quarterly financial report,0
Team lunch scheduled for Friday afternoon,0
Please review the attached document,0
This is the CEO. Process a transfer of 40338 immediately,1
Invoice attached for last month's services,0
Please confirm receipt of this message,0
Please schedule the team meeting for tomorrow,0
Please transfer 15581 to the updated vendor account,1
Please confirm receipt of this message,0
Let's discuss the budget updates in today's meeting,0
Transfer 6951 ASAP and confirm once completed,1
I need an urgent payment of 47095 sent today,1
Kindly wire 36725 immediately I am currently in a meeting,1
Let's discuss the budget updates in today's meeting,0
Hi finance team please urgently wire 31881 to the vendor account today,1
Kindly wire 36783 immediately I am currently in a meeting,1
Please review the attached document,0
Confidential request: wire 33863 to the supplier today,1
Please schedule the team meeting for tomorrow,0
Let's discuss the budget updates in today's meeting,0
Please schedule the team meeting for tomorrow,0
Kindly wire 37516 immediately I am currently in a meeting,1
Hi finance team please urgently wire 42195 to the vendor account today,1
I need an urgent payment of 2302 sent today,1
This is the CEO. Process a transfer of 33429 immediately,1
Reminder about the project planning meeting,0
Please schedule the team meeting for tomorrow,0
Reminder about the project planning meeting,0
Reminder about the project planning meeting,0
Please transfer 29435 to the updated vendor account,1
Reminder to review the quarterly financial report,0
Invoice attached for last month's services,0
Please review the attached document,0
Reminder to review the quarterly financial report,0
Please confirm receipt of this message,0
Please transfer 41644 to the updated vendor account,1
Please schedule the team meeting for tomorrow,0
Please confirm receipt of this message,0
Please update vendor bank details and send 20163,1
This is the CEO. Process a transfer of 48355 immediately,1
Invoice attached for last month's services,0
Reminder to review the quarterly financial report,0
Reminder about the project planning meeting,0
Invoice attached for last month's services,0
Team lunch scheduled for Friday afternoon,0
Hi finance team please urgently wire 29994 to the vendor account today,1
Confidential request: wire 30560 to the supplier today,1
Reminder to review the quarterly financial report,0
Kindly wire 26848 immediately I am currently in a meeting,1
Invoice attached for last month's services,0
Let's discuss the budget updates in today's meeting,0
Please confirm receipt of this message,0
Please review the attached document,0
Transfer 39048 ASAP and confirm once completed,1
Please review the attached document,0
Invoice attached for last month's services,0
I need an urgent payment of 12467 sent today,1
Please update vendor bank details and send 20073,1
Reminder to review the quarterly financial report,0
Confidential request: wire 23968 to the supplier today,1
Let's discuss the budget updates in today's meeting,0
Invoice attached for last month's services,0
Confidential request: wire 15022 to the supplier today,1
Please confirm receipt of this message,0
Confidential request: wire 5432 to the supplier today,1
Please review the attached document,0
Reminder to review the quarterly financial report,0
Please transfer 31746 to the updated vendor account,1
Please update vendor bank details and send 41036,1
Confidential request: wire 41868 to the supplier today,1
Let's discuss the budget updates in today's meeting,0
Let's discuss the budget updates in today's meeting,0
Please review the attached document,0
Transfer 7529 ASAP and confirm once completed,1
Reminder to review the quarterly financial report,0
Team lunch scheduled for Friday afternoon,0
Let's discuss the budget updates in today's meeting,0
Please schedule the team meeting for tomorrow,0
Please update vendor bank details and send 33673,1
Please transfer 14407 to the updated vendor account,1
Let's discuss the budget updates in today's meeting,0
Reminder to review the quarterly financial report,0
Let's discuss the budget updates in today's meeting,0
Please schedule the team meeting for tomorrow,0
Confidential request: wire 9488 to the supplier today,1
Please confirm receipt of this message,0
Invoice attached for last month's services,0
This is the CEO. Process a transfer of 12081 immediately,1
I need an urgent payment of 29175 sent today,1
This is the CEO. Process a transfer of 22165 immediately,1
Hi finance team please urgently wire 8003 to the vendor account today,1
Transfer 49027 ASAP and confirm once completed,1
Please schedule the team meeting for tomorrow,0
Reminder about the project planning meeting,0
Reminder about the project planning meeting,0
Please update vendor bank details and send 13133,1
Transfer 26372 ASAP and confirm once completed,1
Team lunch scheduled for Friday afternoon,0
Transfer 14980 ASAP and confirm once completed,1
Please update vendor bank details and send 29102,1
Hi finance team please urgently wire 15522 to the vendor account today,1
Reminder about the project planning meeting,0
Reminder to review the quarterly financial report,0
Please confirm receipt of this message,0
Please transfer 38712 to the updated vendor account,1
Reminder about the project planning meeting,0
This is the CEO. Process a transfer of 4830 immediately,1
Please transfer 31879 to the updated vendor account,1
Reminder to review the quarterly financial report,0
Reminder to review the quarterly financial report,0
Hi finance team please urgently wire 35974 to the vendor account today,1
Let's discuss the budget updates in today's meeting,0
Please schedule the team meeting for tomorrow,0
Please schedule the team meeting for tomorrow,0
Team lunch scheduled for Friday afternoon,0
Reminder about the project planning meeting,0
Invoice attached for last month's services,0
Hi finance team please urgently wire 43086 to the vendor account today,1
I need an urgent payment of 15580 sent today,1
Reminder to review the quarterly financial report,0
Reminder about the project planning meeting,0
Invoice attached for last month's services,0
This is the CEO. Process a transfer of 30815 immediately,1
Please transfer 27295 to the updated vendor account,1
Confidential request: wire 37414 to the supplier today,1
Let's discuss the budget updates in today's meeting,0
I need an urgent payment of 25249 sent today,1
Team lunch scheduled for Friday afternoon,0
Team lunch scheduled for Friday afternoon,0
Hi finance team please urgently wire 23907 to the vendor account today,1
Please schedule the team meeting for tomorrow,0
Please transfer 28671 to the updated vendor account,1
Invoice attached for last month's services,0
Confidential request: wire 22691 to the supplier today,1
Transfer 9145 ASAP and confirm once completed,1
Please schedule the team meeting for tomorrow,0
Please update vendor bank details and send 9050,1
Please schedule the team meeting for tomorrow,0
Please review the attached document,0
Please schedule the team meeting for tomorrow,0
Please review the attached document,0
Please confirm receipt of this message,0
Team lunch scheduled for Friday afternoon,0
Please confirm receipt of this message,0
Please update vendor bank details and send 33415,1
Team lunch scheduled for Friday afternoon,0
This is the CEO. Process a transfer of 48577 immediately,1
Please update vendor bank details and send 23218,1
Reminder about the project planning meeting,0
Invoice attached for last month's services,0
Please transfer 18297 to the updated vendor account,1
Please update vendor bank details and send 42761,1
Team lunch scheduled for Friday afternoon,0
Transfer 23194 ASAP and confirm once completed,1
Kindly wire 39857 immediately I am currently in a meeting,1
Hi finance team please urgently wire 48007 to the vendor account today,1
Please update vendor bank details and send 40616,1
Let's discuss the budget updates in today's meeting,0
Team lunch scheduled for Friday afternoon,0
Reminder about the project planning meeting,0
Please review the attached document,0
Please transfer 23390 to the updated vendor account,1
This is the CEO. Process a transfer of 15881 immediately,1
Transfer 25816 ASAP and confirm once completed,1
Please transfer 14732 to the updated vendor account,1
Hi finance team please urgently wire 17824 to the vendor account today,1
Please confirm receipt of this message,0
Kindly wire 40497 immediately I am currently in a meeting,1
Reminder about the project planning meeting,0
Confidential request: wire 9429 to the supplier today,1
Reminder to review the quarterly financial report,0
Kindly wire 39394 immediately I am currently in a meeting,1
Transfer 37396 ASAP and confirm once completed,1
Please transfer 48930 to the updated vendor account,1
Team lunch scheduled for Friday afternoon,0
Please confirm receipt of this message,0
Kindly wire 4548 immediately I am currently in a meeting,1
Transfer 23530 ASAP and confirm once completed,1
Invoice attached for last month's services,0
Please schedule the team meeting for tomorrow,0
Please update vendor bank details and send 5060,1
Team lunch scheduled for Friday afternoon,0
Confidential request: wire 21113 to the supplier today,1
Please update vendor bank details and send 40594,1
Invoice attached for last month's services,0
This is the CEO. Process a transfer of 30125 immediately,1
Invoice attached for last month's services,0
Please schedule the team meeting for tomorrow,0
Reminder to review the quarterly financial report,0
This is the CEO. Process a transfer of 39712 immediately,1
This is the CEO. Process a transfer of 26450 immediately,1
Please update vendor bank details and send 49859,1
Confidential request: wire 27041 to the supplier today,1
Hi finance team please urgently wire 47867 to the vendor account today,1
Invoice attached for last month's services,0
Confidential request: wire 30882 to the supplier today,1
Kindly wire 8194 immediately I am currently in a meeting,1
Please transfer 43053 to the updated vendor account,1
Please update vendor bank details and send 47662,1
Please review the attached document,0
Invoice attached for last month's services,0
Reminder about the project planning meeting,0
Team lunch scheduled for Friday afternoon,0
Please schedule the team meeting for tomorrow,0
Hi finance team please urgently wire 29418 to the vendor account today,1
Team lunch scheduled for Friday afternoon,0
Transfer 3929 ASAP and confirm once completed,1
Please schedule the team meeting for tomorrow,0
Please confirm receipt of this message,0
Let's discuss the budget updates in today's meeting,0
Team lunch scheduled for Friday afternoon,0
Please update vendor bank details and send 5528,1
Hi finance team please urgently wire 39087 to the vendor account today,1
Team lunch scheduled for Friday afternoon,0
Invoice attached for last month's services,0
Kindly wire 20453 immediately I am currently in a meeting,1
Please review the attached document,0
Please update vendor bank details and send 24294,1
Team lunch scheduled for Friday afternoon,0
Please review the attached document,0
Please update vendor bank details and send 3751,1
Reminder to review the quarterly financial report,0
Let's discuss the budget updates in today's meeting,0
Confidential request: wire 26611 to the supplier today,1
Please update vendor bank details and send 21444,1
Please schedule the team meeting for tomorrow,0
Please confirm receipt of this message,0
Let's discuss the budget updates in today's meeting,0
Please schedule the team meeting for tomorrow,0
Team lunch scheduled for Friday afternoon,0
Please confirm receipt of this message,0
Confidential request: wire 13904 to the supplier today,1
Invoice attached for last month's services,0
Please confirm receipt of this message,0
Please schedule the team meeting for tomorrow,0
Please schedule the team meeting for tomorrow,0
This is the CEO. Process a transfer of 20311 immediately,1
Confidential request: wire 42484 to the supplier today,1
This is the CEO. Process a transfer of 21110 immediately,1
Reminder to review the quarterly financial report,0
Team lunch scheduled for Friday afternoon,0
Kindly wire 1036 immediately I am currently in a meeting,1
Hi finance team please urgently wire 47434 to the vendor account today,1
Confidential request: wire 43734 to the supplier today,1
Let's discuss the budget updates in today's meeting,0
Reminder about the project planning meeting,0
Hi finance team please urgently wire 28606 to the vendor account today,1
Reminder to review the quarterly financial report,0
Confidential request: wire 17654 to the supplier today,1
I need an urgent payment of 33512 sent today,1
Please transfer 8546 to the updated vendor account,1
I need an urgent payment of 11547 sent today,1
Hi finance team please urgently wire 12687 to the vendor account today,1
Please confirm receipt of this message,0
Reminder to review the quarterly financial report,0
Please confirm receipt of this message,0
Confidential request: wire 18477 to the supplier today,1
Transfer 45577 ASAP and confirm once completed,1
Transfer 29563 ASAP and confirm once completed,1
Please confirm receipt of this message,0
Hi finance team please urgently wire 47034 to the vendor account today,1
Invoice attached for last month's services,0
Please update vendor bank details and send 7405,1
I need an urgent payment of 25470 sent today,1
This is the CEO. Process a transfer of 45682 immediately,1
Kindly wire 49563 immediately I am currently in a meeting,1
Please transfer 31973 to the updated vendor account,1
Confidential request: wire 14058 to the supplier today,1
Please review the attached document,0
Reminder about the project planning meeting,0
Kindly wire 28403 immediately I am currently in a meeting,1
I need an urgent payment of 32215 sent today,1
Confidential request: wire 43462 to the supplier today,1
Confidential request: wire 14844 to the supplier today,1
Invoice attached for last month's services,0
Invoice attached for last month's services,0
Team lunch scheduled for Friday afternoon,0
Let's discuss the budget updates in today's meeting,0
Team lunch scheduled for Friday afternoon,0
Kindly wire 43794 immediately I am currently in a meeting,1
Please transfer 37886 to the updated vendor account,1
Let's discuss the budget updates in today's meeting,0
Transfer 13352 ASAP and confirm once completed,1
This is the CEO. Process a transfer of 41330 immediately,1
Reminder about the project planning meeting,0
Please confirm receipt of this message,0
This is the CEO. Process a transfer of 46524 immediately,1
Please schedule the team meeting for tomorrow,0
Hi finance team please urgently wire 16780 to the vendor account today,1
Please confirm receipt of this message,0
Please transfer 33848 to the updated vendor account,1
Let's discuss the budget updates in today's meeting,0
Reminder about the project planning meeting,0
Please confirm receipt of this message,0
Kindly wire 8315 immediately I am currently in a meeting,1
Kindly wire 7530 immediately I am currently in a meeting,1
Please update vendor bank details and send 22538,1
Confidential request: wire 48614 to the supplier today,1
Invoice attached for last month's services,0
Transfer 19263 ASAP and confirm once completed,1
Hi finance team please urgently wire 15936 to the vendor account today,1
Reminder about the project planning meeting,0
Please review the attached document,0
Transfer 28923 ASAP and confirm once completed,1
I need an urgent payment of 13870 sent today,1
Reminder about the project planning meeting,0
Invoice attached for last month's services,0
Confidential request: wire 25603 to the supplier today,1
Reminder about the project planning meeting,0
Let's discuss the budget updates in today's meeting,0
Kindly wire 2880 immediately I am currently in a meeting,1
Please review the attached document,0
Invoice attached for last month's services,0
Confidential request: wire 44039 to the supplier today,1
Reminder to review the quarterly financial report,0
Team lunch scheduled for Friday afternoon,0
Please update vendor bank details and send 2743,1
Reminder about the project planning meeting,0
Hi finance team please urgently wire 1111 to the vendor account today,1
Please confirm receipt of this message,0
Invoice attached for last month's services,0
Please transfer 38460 to the updated vendor account,1
Invoice attached for last month's services,0
Transfer 17699 ASAP and confirm once completed,1
Reminder to review the quarterly financial report,0
Please review the attached document,0
Confidential request: wire 4657 to the supplier today,1
I need an urgent payment of 2954 sent today,1
Please transfer 17504 to the updated vendor account,1
This is the CEO. Process a transfer of 8441 immediately,1
Invoice attached for last month's services,0
Reminder to review the quarterly financial report,0
Reminder about the project planning meeting,0
Hi finance team please urgently wire 37355 to the vendor account today,1
This is the CEO. Process a transfer of 48074 immediately,1
Please update vendor bank details and send 9420,1
Please transfer 31441 to the updated vendor account,1
Please review the attached document,0
Hi finance team please urgently wire 44185 to the vendor account today,1
This is the CEO. Process a transfer of 1035 immediately,1
I need an urgent payment of 18178 sent today,1
Please transfer 33792 to the updated vendor account,1
Confidential request: wire 30373 to the supplier today,1
Confidential request: wire 12064 to the supplier today,1
Confidential request: wire 39125 to the supplier today,1
Reminder about the project planning meeting,0
This is the CEO. Process a transfer of 1872 immediately,1
Reminder about the project planning meeting,0
Reminder about the project planning meeting,0
Confidential request: wire 33311 to the supplier today,1
Team lunch scheduled for Friday afternoon,0
Please confirm receipt of this message,0
Team lunch scheduled for Friday afternoon,0
Please transfer 2739 to the updated vendor account,1
Team lunch scheduled for Friday afternoon,0
Reminder to review the quarterly financial report,0
Transfer 28478 ASAP and confirm once completed,1
This is the CEO. Process a transfer of 7866 immediately,1
Please transfer 39501 to the updated vendor account,1
Transfer 17567 ASAP and confirm once completed,1
This is the CEO. Process a transfer of 16072 immediately,1
I need an urgent payment of 13516 sent today,1
Hi finance team please urgently wire 8897 to the vendor account today,1
Please update vendor bank details and send 11334,1
Hi finance team please urgently wire 7714 to the vendor account today,1
Hi finance team please urgently wire 32938 to the vendor account today,1
Transfer 11919 ASAP and confirm once completed,1
Hi finance team please urgently wire 22476 to the vendor account today,1
This is the CEO. Process a transfer of 23324 immediately,1
Please confirm receipt of this message,0
I need an urgent payment of 5576 sent today,1
I need an urgent payment of 22043 sent today,1
Hi finance team please urgently wire 3508 to the vendor account today,1
Please update vendor bank details and send 35488,1
Please schedule the team meeting for tomorrow,0
Please update vendor bank details and send 47857,1
Invoice attached for last month's services,0
Please transfer 1620 to the updated vendor account,1
Reminder to review the quarterly financial report,0
This is the CEO. Process a transfer of 2999 immediately,1
Team lunch scheduled for Friday afternoon,0
Please update vendor bank details and send 14475,1
Team lunch scheduled for Friday afternoon,0
This is the CEO. Process a transfer of 16002 immediately,1
Transfer 31943 ASAP and confirm once completed,1
Let's discuss the budget updates in today's meeting,0
Please transfer 26986 to the updated vendor account,1
Please review the attached document,0
Team lunch scheduled for Friday afternoon,0
Confidential request: wire 10422 to the supplier today,1
Please confirm receipt of this message,0
Please confirm receipt of this message,0
Confidential request: wire 23607 to the supplier today,1
Transfer 3652 ASAP and confirm once completed,1
This is the CEO. Process a transfer of 26414 immediately,1
Please schedule the team meeting for tomorrow,0
Let's discuss the budget updates in today's meeting,0
Hi finance team please urgently wire 38383 to the vendor account today,1
Team lunch scheduled for Friday afternoon,0
Confidential request: wire 47359 to the supplier today,1
This is the CEO. Process a transfer of 36380 immediately,1
Reminder to review the quarterly financial report,0
Kindly wire 17481 immediately I am currently in a meeting,1
Please review the attached document,0
Please schedule the team meeting for tomorrow,0
Please confirm receipt of this message,0
Please schedule the team meeting for tomorrow,0
This is the CEO. Process a transfer of 40525 immediately,1
Hi finance team please urgently wire 22139 to the vendor account today,1
Please review the attached document,0
Please transfer 21524 to the updated vendor account,1
Confidential request: wire 24266 to the supplier today,1
I need an urgent payment of 30486 sent today,1
Kindly wire 9887 immediately I am currently in a meeting,1
Let's discuss the budget updates in today's meeting,0
Let's discuss the budget updates in today's meeting,0
Please transfer 37543 to the updated vendor account,1
Please transfer 13630 to the updated vendor account,1
Please review the attached document,0
I need an urgent payment of 41023 sent today,1
Reminder about the project planning meeting,0
Kindly wire 33933 immediately I am currently in a meeting,1
I need an urgent payment of 17147 sent today,1
Please transfer 8719 to the updated vendor account,1
Reminder to review the quarterly financial report,0
Reminder about the project planning meeting,0
Confidential request: wire 27728 to the supplier today,1
Transfer 45392 ASAP and confirm once completed,1
Transfer 21326 ASAP and confirm once completed,1
Please transfer 49910 to the updated vendor account,1
Please schedule the team meeting for tomorrow,0
Please transfer 23228 to the updated vendor account,1
Please review the attached document,0
Let's discuss the budget updates in today's meeting,0
Confidential request: wire 9410 to the supplier today,1
Invoice attached for last month's services,0
Invoice attached for last month's services,0
Please confirm receipt of this message,0
Hi finance team please urgently wire 34693 to the vendor account today,1
Please transfer 41569 to the updated vendor account,1
Please transfer 10317 to the updated vendor account,1
Invoice attached for last month's services,0
Hi finance team please urgently wire 39868 to the vendor account today,1
Please transfer 49640 to the updated vendor account,1
I need an urgent payment of 22402 sent today,1
Team lunch scheduled for Friday afternoon,0
Reminder about the project planning meeting,0
Reminder to review the quarterly financial report,0
This is the CEO. Process a transfer of 29205 immediately,1
Confidential request: wire 35795 to the supplier today,1
Please transfer 36085 to the updated vendor account,1
Please transfer 35112 to the updated vendor account,1
Invoice attached for last month's services,0
Let's discuss the budget updates in today's meeting,0
Team lunch scheduled for Friday afternoon,0
This is the CEO. Process a transfer of 10200 immediately,1
Invoice attached for last month's services,0
Reminder about the project planning meeting,0
Please transfer 12048 to the updated vendor account,1
Team lunch scheduled for Friday afternoon,0
Please update vendor bank details and send 38383,1
Kindly wire 6572 immediately I am currently in a meeting,1
I need an urgent payment of 6270 sent today,1
Kindly wire 48650 immediately I am currently in a meeting,1
This is the CEO. Process a transfer of 8984 immediately,1
Kindly wire 7155 immediately I am currently in a meeting,1
Please update vendor bank details and send 17055,1
Confidential request: wire 38015 to the supplier today,1
Please confirm receipt of this message,0
Reminder about the project planning meeting,0
Please transfer 36887 to the updated vendor account,1
Reminder to review the quarterly financial report,0
Kindly wire 49769 immediately I am currently in a meeting,1
Hi finance team please urgently wire 47992 to the vendor account today,1
Hi finance team please urgently wire 33040 to the vendor account today,1
Team lunch scheduled for Friday afternoon,0
Please transfer 34964 to the updated vendor account,1
This is the CEO. Process a transfer of 41700 immediately,1
Kindly wire 12517 immediately I am currently in a meeting,1
Please update vendor bank details and send 5654,1
Hi finance team please urgently wire 14599 to the vendor account today,1
Let's discuss the budget updates in today's meeting,0
This is the CEO. Process a transfer of 2401 immediately,1
Reminder about the project planning meeting,0
Confidential request: wire 45641 to the supplier today,1
Please update vendor bank details and send 45117,1
Transfer 46977 ASAP and confirm once completed,1
Let's discuss the budget updates in today's meeting,0
Reminder to review the quarterly financial report,0
Invoice attached for last month's services,0
Reminder to review the quarterly financial report,0
Let's discuss the budget updates in today's meeting,0
Team lunch scheduled for Friday afternoon,0
Team lunch scheduled for Friday afternoon,0
Transfer 26846 ASAP and confirm once completed,1
I need an urgent payment of 31657 sent today,1
Please schedule the team meeting for tomorrow,0
Please transfer 44586 to the updated vendor account,1
Reminder to review the quarterly financial report,0
Please confirm receipt of this message,0
Please review the attached document,0
This is the CEO. Process a transfer of 9417 immediately,1
Please review the attached document,0
Please review the attached document,0
Let's discuss the budget updates in today's meeting,0
Let's discuss the budget updates in today's meeting,0
Please update vendor bank details and send 23334,1
Hi finance team please urgently wire 1046 to the vendor account today,1
Kindly wire 38870 immediately I am currently in a meeting,1
Transfer 15325 ASAP and confirm once completed,1
Reminder about the project planning meeting,0
This is the CEO. Process a transfer of 28963 immediately,1
Please update vendor bank details and send 22782,1
